subject_name,course_code,course_title,option_number,component,class_nbr,section,meeting_start_date,meeting_end_date,day,start_time,end_time,room,instructor,seats_open,seats_cap
Cybersecurity,CSEC 99,Cooperative Education Seminar,1,Lecture,54926,01,2026-01-12,2026-04-27,Thursday,12:30,13:45,Bausch & Lomb Center(BLC)-A190,Michelle Magee,20,20
Cybersecurity,CSEC 99,Cooperative Education Seminar,2,Lecture,55249,02,2026-01-12,2026-04-27,Tuesday,15:30,16:45,Bausch & Lomb Center(BLC)-A190,Michelle Magee,20,20
Cybersecurity,CSEC 99,Cooperative Education Seminar,3,Lecture,57122,600,2026-01-12,2026-05-01,To be announced,TBA,,To be announced,Manisha Daswani,24,24
Cybersecurity,CSEC 99,Cooperative Education Seminar,4,Lecture,57373,601,2026-01-12,2026-05-01,To be announced,TBA,,To be announced,To be Announced,24,24
Cybersecurity,CSEC 99,Cooperative Education Seminar,5,Lecture,57514,602,2026-01-12,2026-05-01,To be announced,TBA,,To be announced,Manisha Daswani,24,24
Cybersecurity,CSEC 140,Introduction to Cybersecurity,1,Lecture,55033,01,2026-01-12,2026-04-27,Tuesday Thursday,18:30,19:45,Golisano Hall (GOL)-2730,Damian Kumor,30,30
Cybersecurity,CSEC 140,Introduction to Cybersecurity,2,Lecture,55099,02,2026-01-12,2026-04-27,Tuesday Thursday,17:00,18:15,Golisano Hall (GOL)-2730,Sid Dongre,30,30
Cybersecurity,CSEC 140,Introduction to Cybersecurity,3,Lecture,55254,03,2026-01-12,2026-04-27,Tuesday Thursday,15:30,16:45,Golisano Hall (GOL)-2730,Naresh Kshetri,30,30
Cybersecurity,CSEC 140,Introduction to Cybersecurity,4,Lecture,55328,04,2026-01-12,2026-04-27,Tuesday Thursday,08:00,09:15,Golisano Hall (GOL)-2730,Harris Weisman,30,30
Cybersecurity,CSEC 140,Introduction to Cybersecurity,5,Lecture,55356,05,2026-01-12,2026-04-27,Tuesday Thursday,11:00,12:15,Golisano Hall (GOL)-2780,Harris Weisman,20,20
Cybersecurity,CSEC 140,Introduction to Cybersecurity,6,Lecture,57306,600,2026-01-12,2026-05-01,To be announced,TBA,,To be announced,Qusai Hasan,30,30
Cybersecurity,CSEC 140,Introduction to Cybersecurity,7,Lecture,57686,601,2026-01-12,2026-05-01,To be announced,TBA,,To be announced,Qusai Hasan,30,30
Cybersecurity,CSEC 140,Introduction to Cybersecurity,8,Lecture,57687,602,2026-01-12,2026-05-01,To be announced,TBA,,To be announced,Qusai Hasan,30,30
Cybersecurity,CSEC 140,Introduction to Cybersecurity,9,Lecture,57688,603,2026-01-12,2026-05-01,To be announced,TBA,,To be announced,Qusai Hasan,30,30
Cybersecurity,CSEC 140,Introduction to Cybersecurity,10,Lecture,57689,604,2026-01-12,2026-05-01,To be announced,TBA,,To be announced,To be Announced,30,30
Cybersecurity,CSEC 140,Introduction to Cybersecurity,11,Lecture,57690,605,2026-01-12,2026-05-01,To be announced,TBA,,To be announced,Mehtab Khurshid,30,30
Cybersecurity,CSEC 140,Introduction to Cybersecurity,12,Lecture,57051,500,2026-01-19,2026-05-08,Tuesday Thursday,14:00,15:20,To be announced,Krenar Kepuska,25,25
Cybersecurity,CSEC 140,Introduction to Cybersecurity,13,Lecture,57052,501,2026-01-19,2026-05-08,Tuesday Thursday,15:30,16:50,To be announced,Krenar Kepuska,25,25
Cybersecurity,CSEC 202,Reverse Engineering Fundamentals,1,UNKNOWN,,,2026-01-12,2026-04-27,Tuesday Thursday,08:00,09:15,Golisano Hall (GOL)-2750,Jonathan Weissman,30,30
Cybersecurity,CSEC 202,Reverse Engineering Fundamentals,2,UNKNOWN,,,2026-01-12,2026-04-27,Tuesday Thursday,09:30,10:45,Golisano Hall (GOL)-2750,Jonathan Weissman,30,30
Cybersecurity,CSEC 202,Reverse Engineering Fundamentals,3,UNKNOWN,,,2026-01-12,2026-04-27,Tuesday | To be announced,09:00 | TBA,10:50 | ,Golisano Hall (GOL)-2160 | Online,Rob Olson,30,30
Cybersecurity,CSEC 202,Reverse Engineering Fundamentals,4,UNKNOWN,,,2026-01-12,2026-04-27,Thursday | To be announced,09:00 | TBA,10:50 | ,Golisano Hall (GOL)-2160 | Online,Rob Olson,30,30
Cybersecurity,CSEC 202,Reverse Engineering Fundamentals,5,UNKNOWN,,,2026-01-12,2026-05-01,To be announced,TBA,,To be announced,Mohammed M. Al Ani,30,30
Cybersecurity,CSEC 202,Reverse Engineering Fundamentals,6,UNKNOWN,,,2026-01-12,2026-05-01,To be announced,TBA,,To be announced,Mohammed M. Al Ani,30,30
Cybersecurity,CSEC 202,Reverse Engineering Fundamentals,7,UNKNOWN,,,2026-01-12,2026-05-01,To be announced,TBA,,To be announced,To be Announced,30,30
Cybersecurity,CSEC 310,Endpoint Security Engineering,1,Laboratory,55312,01L1,2026-01-12,2026-04-27,Wednesday | Monday Wednesday,12:00 | 11:00,13:50 | 11:50,Golisano Hall (GOL)-2400 | Golisano Hall (GOL)-2750,James Rice,30,30
Cybersecurity,CSEC 310,Endpoint Security Engineering,2,Laboratory,56537,01L2,2026-01-12,2026-04-27,Wednesday | Monday Wednesday,14:00 | 11:00,15:50 | 11:50,Golisano Hall (GOL)-2400 | Golisano Hall (GOL)-2750,James Rice,30,30
Cybersecurity,CSEC 462,Network Security and Forensics,1,Lecture,57548,601,2026-01-12,2026-05-01,To be announced | To be announced,TBA | TBA, | ,TBA,To be Announced,24,24
Cybersecurity,CSEC 465,Network and System Security Audit,1,Lecture,55185,01,2026-01-12,2026-04-27,Tuesday Thursday,14:00,15:15,Golisano Hall (GOL)-2740,Harris Weisman,30,30
Cybersecurity,CSEC 465,Network and System Security Audit,2,Lecture,56614,02,2026-01-12,2026-04-27,Tuesday Thursday,15:30,16:45,Golisano Hall (GOL)-2740,Harris Weisman,30,30
Cybersecurity,CSEC 467,Mobile Device Security and Forensics,1,UNKNOWN,,,2026-01-12,2026-04-27,Tuesday Thursday,14:00,15:15,Golisano Hall (GOL)-2730,Rob Olson,30,30
Cybersecurity,CSEC 468,Risk Management for Information Security,1,Lecture,55172,01,2026-01-12,2026-04-27,Tuesday Thursday,18:30,19:45,Online,Darron Johnson,30,30
Cybersecurity,CSEC 468,Risk Management for Information Security,2,Lecture,55201,02,2026-01-12,2026-04-27,Tuesday Thursday,17:00,18:15,Online,Tamika Williams,30,30
Cybersecurity,CSEC 471,Penetration Testing Frameworks Methodologies,1,UNKNOWN,,,2026-01-12,2026-04-27,Monday Wednesday,16:30,17:45,Golisano Hall (GOL)-2740,Lucas Morris,30,30
Cybersecurity,CSEC 471,Penetration Testing Frameworks Methodologies,2,UNKNOWN,,,2026-01-12,2026-05-01,To be announced,TBA,,To be announced,Kevser Ovaz Akpinar,30,30
Cybersecurity,CSEC 471,Penetration Testing Frameworks Methodologies,3,UNKNOWN,,,2026-01-12,2026-05-01,To be announced,TBA,,To be announced,Kevser Ovaz Akpinar,30,30
Cybersecurity,CSEC 472,Authentication and Security Models,1,UNKNOWN,,,2026-01-12,2026-04-27,Tuesday Thursday,11:00,12:15,SH Explore & Devel (SHD)-3350,"Justin Pelletier | Matthew Wright,",90,90
Cybersecurity,CSEC 472,Authentication and Security Models,2,UNKNOWN,,,2026-01-12,2026-05-01,To be announced,TBA,,To be announced,Wesam Almobaideen,30,30
Cybersecurity,CSEC 472,Authentication and Security Models,3,UNKNOWN,,,2026-01-12,2026-05-01,To be announced,TBA,,To be announced,Wesam Almobaideen,30,30
Cybersecurity,CSEC 473,Cyber Defense Techniques,1,UNKNOWN,,,2026-01-12,2026-04-27,Monday Wednesday,16:30,17:45,Instructor Provided,Zach Price,30,30
Cybersecurity,CSEC 473,Cyber Defense Techniques,2,UNKNOWN,,,2026-01-12,2026-04-27,Monday Wednesday,15:00,16:15,Instructor Provided,Forrest Fuqua,30,30
Cybersecurity,CSEC 490,Capstone in Cybersecurity,1,Project,55251,01,2026-01-12,2026-04-27,Tuesday Thursday,12:30,13:45,Golisano Hall (GOL)-1400,Britt Stanford,90,90
Cybersecurity,CSEC 490,Capstone in Cybersecurity,2,Project,57551,600,2026-01-12,2026-05-01,To be announced,TBA,,To be announced,Huda Saadeh,80,80
Cybersecurity,CSEC 498,Cooperative Education in Security Fundamentals,1,UNKNOWN,,,2026-01-12,2026-04-27,To be announced,TBA,,Off-Campus Location,Rob Olson,75,75
Cybersecurity,CSEC 499,Cooperative Education in CSEC,1,UNKNOWN,,,2026-01-12,2026-04-27,To be announced,TBA,,Off-Campus Location,Rob Olson,75,75
Cybersecurity,CSEC 499,Cooperative Education in CSEC,2,UNKNOWN,,,2026-01-12,2026-05-01,To be announced,TBA,,To be announced,To be Announced,20,20
Cybersecurity,CSEC 520,Cyber Analytics and Machine Learning,1,Lecture,55332,01,2026-01-12,2026-04-27,Tuesday Thursday,09:30,10:45,Golisano Hall (GOL)-2740,Lingwei Chen,25,25
Cybersecurity,CSEC 569,Wireless Security,1,Laboratory,54909,01L1,2026-01-12,2026-04-27,Thursday | Tuesday Thursday,15:30 | 14:00,16:45 | 15:15,Golisano Hall (GOL)-2780 | Slaughter Hall (SLA)-2150,Hanif Rahbari,13,13
Cybersecurity,CSEC 577,Disaster Recovery Planning and Business Continuity,1,Lecture,57691,600,2026-01-12,2026-05-01,To be announced,TBA,,TBA,To be Announced,30,30
Cybersecurity,CSEC 603,Enterprise Security,1,Lecture,54951,01,2026-01-12,2026-04-27,Tuesday Thursday,09:30,10:45,Instructor Provided,Harris Weisman,30,30
Cybersecurity,CSEC 635,Open Source Software Security,1,Lecture,55320,01,2026-01-12,2026-04-27,Tuesday Thursday,08:00,09:15,Golisano Hall (GOL)-2740,Billy Brumley,30,30
Cybersecurity,CSEC 645,Social Engineering,1,UNKNOWN,,,2026-01-12,2026-04-27,Tuesday Thursday,14:00,15:15,Instructor Provided,Justin Pelletier,30,30
Cybersecurity,CSEC 669,Wireless Security,1,Laboratory,55103,01L1,2026-01-12,2026-04-27,Thursday | Tuesday Thursday,15:30 | 14:00,16:45 | 15:15,Golisano Hall (GOL)-2780 | Slaughter Hall (SLA)-2150,Hanif Rahbari,7,7
Cybersecurity,CSEC 699,Graduate Co op,1,UNKNOWN,,,2026-01-12,2026-04-27,To be announced,TBA,,Off-Campus Location,Sumita Mishra,100,100
Cybersecurity,CSEC 730,Advanced Computer Forensics,1,Lecture,55246,01,2026-01-12,2026-04-27,Tuesday Thursday,11:00,12:15,Golisano Hall (GOL)-2740,Yin Pan,30,30
Cybersecurity,CSEC 741,Internet of Things Security,1,Lecture,57760,600,2026-01-12,2026-05-01,To be announced,TBA,,TBA,Wesam Almobaideen,30,30
Cybersecurity,CSEC 742,Computer System Security,1,Laboratory,54972,01L1,2026-01-12,2026-04-27,Wednesday | Monday Wednesday,10:00 | 09:00,11:50 | 09:50,Golisano Hall (GOL)-2750,James Rice,20,20
Cybersecurity,CSEC 742,Computer System Security,2,Lecture,57446,600,2026-01-12,2026-05-01,To be announced | To be announced,TBA | TBA, | ,To be announced,Kevser Ovaz Akpinar,30,30
Cybersecurity,CSEC 744,Network Security,1,Lecture,57477,600,2026-01-12,2026-05-01,To be announced,TBA,,TBA,Mohammed M. Al Ani,30,30
Cybersecurity,CSEC 750,Covert Communications,1,Lecture,56595,01,2026-01-12,2026-04-27,Tuesday Thursday,14:00,15:15,Online,Daryl Johnson,20,20
Cybersecurity,CSEC 759,Graduate Seminar in Computing Security,1,UNKNOWN,,,2026-01-12,2026-04-27,Tuesday Thursday,09:30,10:45,Golisano Hall (GOL)-2780,Yidan Hu,20,20
Cybersecurity,CSEC 759,Graduate Seminar in Computing Security,2,UNKNOWN,,,2026-01-12,2026-04-27,Tuesday Thursday,11:00,12:15,Instructor Provided,"Ersin Uzun, | Kelly Wu",20,20
Cybersecurity,CSEC 790,MS Thesis,1,Thesis,54836,01,2026-01-12,2026-04-27,To be announced,Friday,,Golisano Hall (GOL)-2780 | Online,Sumita Mishra,30,30
Cybersecurity,CSEC 790,MS Thesis,2,Thesis,57503,600,2026-01-12,2026-05-01,To be announced,TBA,,To be announced,Wesam Almobaideen,32,32
Cybersecurity,CSEC 790,MS Thesis,3,Thesis,57653,601,2026-01-12,2026-05-01,To be announced,TBA,,To be announced,Huda Saadeh,32,32
Cybersecurity,CSEC 790,MS Thesis,4,Thesis,57654,602,2026-01-12,2026-05-01,To be announced,TBA,,To be announced,Abdulla Ismail,32,32
Cybersecurity,CSEC 791,MS Project,1,Project,54928,01,2026-01-12,2026-04-27,To be announced | Friday | Friday | Friday,TBA | 10:00 | 10:00 | 10:00, | 10:50 | 10:50 | 10:50,Instructor Provided | Online,Sumita Mishra,20,20
Cybersecurity,CSEC 791,MS Project,2,Project,57504,600,2026-01-12,2026-05-01,To be announced,TBA,,To be announced,To be Announced,32,32
Cybersecurity,CSEC 793,Capstone for Computing Security,1,Lecture,57505,600,2026-01-12,2026-05-01,To be announced,TBA,,TBA,To be Announced,32,32
Cybersecurity,CSEC 900,Continuation of Thesis,1,Cont,57637,600,2026-01-12,2026-05-01,To be announced,TBA,,TBA,Kevser Ovaz Akpinar,20,20
Cybersecurity,CSEC 900,Continuation of Thesis,2,Cont,57649,601,2026-01-12,2026-05-01,To be announced,TBA,,TBA,Khalil Al Hussaeni,20,20
Cybersecurity,CSEC 901,Continuation of Project,1,Cont,54939,01,2026-01-12,2026-04-27,To be announced,TBA,,Online,Sumita Mishra,20,20
Dance,WDAN 1,Ballet,1,Activity,56022,01,2026-01-12,2026-04-27,Saturday,10:00,11:15,Hale-Andrews Center (HAC)-1270,Victoria Bogacki,20,20
Dance,WDAN 2,Advanced Ballet,1,Activity,55833,01,2026-01-12,2026-04-27,Tuesday,17:00,18:15,Hale-Andrews Center (HAC)-1270,Victoria Bogacki,30,30
Dance,WDAN 15,Country Line Dance,1,Activity,55830,01,2026-01-12,2026-04-27,Tuesday,12:30,13:45,Hale-Andrews Center (HAC)-A120,Stefane Carlson,30,30
Dance,WDAN 19,Musical Theatre Dance,1,Activity,56030,01,2026-01-12,2026-04-27,Tuesday,09:30,10:45,Hale-Andrews Center (HAC)-1270,Mark Malcom,40,40
Dance,WDAN 29,Krump Street Dance and Freestyle Foundations,1,Activity,56075,01,2026-01-12,2026-04-27,Tuesday,11:00,12:15,Hale-Andrews Center (HAC)-1270,Elton Ward,40,40
Dance,WDAN 30,Hip Hop Advanced,1,Activity,56023,01,2026-01-12,2026-04-27,Tuesday,12:30,13:45,Hale-Andrews Center (HAC)-1270,Julia Nguyen,40,40
Dance,WDAN 31,Hip Hop Dance,1,Activity,55834,01,2026-01-12,2026-04-27,Tuesday,15:30,16:45,Hale-Andrews Center (HAC)-1270,Julia Nguyen,40,40
Dance,WDAN 33,Street Jazz,1,Activity,56028,01,2026-01-12,2026-04-27,Tuesday,17:00,18:15,Hale-Andrews Center (HAC)-A120,Antoniece Barnes,30,30
Dance,WDAN 33,Street Jazz,2,Activity,56672,02,2026-01-12,2026-04-27,Thursday,17:00,18:15,Hale-Andrews Center (HAC)-A120,Antoniece Barnes,30,30
Dance,WDAN 35,Dance Choreo Performance,1,Activity,56031,01,2026-01-12,2026-04-27,Tuesday,14:00,15:15,Hale-Andrews Center (HAC)-1270,Julia Nguyen,40,40
Dance,WDAN 48,Tap Beginner,1,Activity,56098,02,2026-01-12,2026-04-27,Thursday,12:30,13:45,Hale-Andrews Center (HAC)-A120,Jody DeLoria,30,30
Dance,WDAN 49,Tap Intermediate Advanced,1,Activity,56109,01,2026-01-12,2026-04-27,Thursday,14:00,15:15,Hale-Andrews Center (HAC)-A120,Jody DeLoria,30,30
Data Science,DSCI 601,Applied Data Science I,1,Lecture,55191,01,2026-01-12,2026-04-27,Monday Wednesday Friday,12:00,12:50,Golisano Hall (GOL)-2590,Travis Desell,30,30
Data Science,DSCI 602,Applied Data Science II,1,Lecture,55128,01,2026-01-12,2026-04-27,Monday Wednesday Friday,10:00,10:50,Wallace Library (WAL)-4640,- To Be Determined,30,30
Data Science,DSCI 602,Applied Data Science II,2,Lecture,55269,02,2026-01-12,2026-04-27,Monday Wednesday Friday,13:00,13:50,Golisano Hall (GOL)-2590,Ashique KhudaBukhsh,30,30
Data Science,DSCI 633,Foundations of Data Science and Analytics,1,Lecture,55119,01,2026-01-12,2026-04-27,To be announced,TBA,,Online,Pengfei Li,25,25
Data Science,DSCI 640,Neural Networks,1,UNKNOWN,,,2026-01-12,2026-04-27,Monday Wednesday Friday,11:00,11:50,Wallace Library (WAL)-3510,Zhe Yu,30,30
Data Science,DSCI 644,Software Engineering for Data Science,1,Lecture,55017,01,2026-01-12,2026-04-27,Tuesday Thursday,12:30,13:45,Golisano Hall (GOL)-2590,Richard Hanulewicz,35,35
Data Science,DSCI 644,Software Engineering for Data Science,2,Lecture,55130,02,2026-01-12,2026-04-27,To be announced,TBA,,Online,Mohamed Wiem Mkaouer,35,35
Data Science,DSCI 699,Graduate Co op Experience,1,UNKNOWN,,,2026-01-12,2026-04-27,To be announced,TBA,,Off-Campus Location,Travis Desell,90,90
Data Science,DSCI 700,Part Time Graduate Co op Experience,1,UNKNOWN,,,2026-01-12,2026-04-27,To be announced,TBA,,Off-Campus Location,Travis Desell,50,50
Data Science,DSCI 770,Data Science Masters Thesis,1,Thesis,55198,01,2026-01-12,2026-04-27,To be announced,TBA,,Instructor Provided,Travis Desell,20,20
Data Science,DSCI 771,Continuation of Data Science Masters Thesis,1,Cont,55199,01,2026-01-12,2026-04-27,To be announced,TBA,,Instructor Provided,Travis Desell,20,20
Data Science,DSCI 781,Continuation of Capstone,1,Cont,55281,01,2026-01-12,2026-04-27,To be announced,TBA,,Instructor Provided,Travis Desell,90,90
Data Science,DSCI 790,Independent Study,1,UNKNOWN,,,2026-01-12,2026-04-27,To be announced,TBA,,Instructor Provided,Travis Desell,10,10
Data Science,DSCI 799,Graduate Capstone,1,UNKNOWN,,,2026-01-12,2026-04-27,To be announced,TBA,,Online,Ezgi Siir Kibris,25,25
Decision Sciences,DECS 310,Operations Management,1,Lecture,52335,01,2026-01-12,2026-04-27,To be announced,TBA,,Online,Dennis Jamrose,35,35
Decision Sciences,DECS 310,Operations Management,2,Lecture,52336,02,2026-01-12,2026-04-27,Tuesday,17:30,20:20,Online,Shubhobrata Palit,35,35
Decision Sciences,DECS 310,Operations Management,3,Lecture,52337,03,2026-01-12,2026-04-27,Monday Wednesday,15:00,16:15,Max Lowenthal Hall (LOW) -1215,Dennis Jamrose,40,40
Decision Sciences,DECS 310,Operations Management,4,Lecture,52411,04,2026-01-12,2026-04-27,Wednesday,17:30,20:20,Max Lowenthal Hall (LOW)-1050,Dennis Jamrose,35,35
Decision Sciences,DECS 310,Operations Management,5,Lecture,56810,700,2026-01-19,2026-05-05,Monday Wednesday,12:00,13:20,Online,Kristina Soric,25,25
Decision Sciences,DECS 350,Project Management,1,Lecture,52412,01,2026-01-12,2026-04-27,Tuesday Thursday,11:00,12:15,Lewis P Ross Hall (ROS) - A310,Shubhobrata Palit,35,35
Decision Sciences,DECS 435,Supply Chain Management Fundamentals,1,Lecture,52439,01,2026-01-12,2026-04-27,Monday,17:30,20:20,Max Lowenthal Hall (LOW)-1050,Dennis Jamrose,35,35
Decision Sciences,DECS 489,Seminar in Decision Science,1,Lecture,52502,02,2026-01-12,2026-04-27,Thursday,17:30,20:20,Max Lowenthal Hall (LOW)-1050,Laharish Guntuka,15,15
Decision Sciences,DECS 550,Supply Chain Management Capstone,1,Lecture,52440,01,2026-01-12,2026-04-27,Monday Wednesday Friday,12:00,12:50,Max Lowenthal Hall (LOW)-3245,Kevin Sweeney,32,32
Decision Sciences,DECS 743,Operations and Supply Chain Management,1,Lecture,52338,01,2026-01-12,2026-04-27,Tuesday,17:30,20:20,Max Lowenthal Hall (LOW)-3235,Laharish Guntuka,32,32
Decision Sciences,DECS 744,Project Management,1,Lecture,52366,01,2026-01-12,2026-04-27,Wednesday,17:30,20:20,Max Lowenthal Hall (LOW)-3105,Andy Lawrence,30,30
Decision Sciences,DECS 750,Supply Chain Analytics,1,Lecture,52441,01,2026-01-12,2026-04-27,Tuesday Thursday,14:00,15:15,Max Lowenthal Hall (LOW)-3115,Laharish Guntuka,30,30
Decision Sciences,DECS 758,Seminar in Decision Sciences,1,Lecture,57961,01,2026-01-12,2026-04-27,Thursday,17:30,20:20,Max Lowenthal Hall (LOW)-1050,Laharish Guntuka,15,15
Department of Clinical Health Professions,DCHP 333,Patient Care,1,Lecture,54671,01,2026-01-12,2026-04-27,Thursday,13:00,14:50,Golisano Hall (GOL)-3435,Jodie Crowley,60,60
Diagnostic Med Sonography,DMSO 210,Essentials of Ultrasound,1,UNKNOWN,,,2026-01-12,2026-04-27,Tuesday,09:00,11:50,Slaughter Hall (SLA)-1640,"Courtney Stevens, | Hamad Ghazle",20,20
Diagnostic Med Sonography,DMSO 280,Ultrasound Teaching Experience,1,Seminar,54681,01,2026-01-12,2026-04-27,To be announced,TBA,,Instructor Provided,Courtney Stevens,20,20
Diagnostic Med Sonography,DMSO 302,Sonographic Scanning Skills and Techniques II,1,UNKNOWN,,,2026-01-12,2026-04-27,Monday Wednesday | Tuesday | Tuesday | Thursday | Tuesday | Tuesday | Tuesday | Tuesday,09:00 | 13:00 | 13:00 | 09:00 | 13:00 | 13:00 | 13:00 | 13:00,11:50 | 14:50 | 14:50 | 11:50 | 14:50 | 14:50 | 14:50 | 14:50,Slaughter Hall (SLA)-1630 | Slaughter Hall (SLA)-1640 | To be announced,"Courtney Stevens, | Hamad Ghazle | Jodie Crowley | Jodie Crowley,",12,12
Diagnostic Med Sonography,DMSO 302,Sonographic Scanning Skills and Techniques II,2,UNKNOWN,,,2026-01-12,2026-04-27,Monday Wednesday | Tuesday | Thursday,13:00 | 13:00 | 09:00,15:50 | 14:50 | 11:50,Instructor Provided | Slaughter Hall (SLA)-1640,"Hamad Ghazle | Jodie Crowley,",12,12
Diagnostic Med Sonography,DMSO 310,Sonography Physics and Instrumentation II,1,UNKNOWN,,,2026-01-12,2026-04-27,Tuesday Thursday,15:30,16:45,Ctr Biosci Ed & Tech(CBT)-2170,Hamad Ghazle,45,45
Diagnostic Med Sonography,DMSO 414,Sonographic Vascular Evaluation,1,UNKNOWN,,,2026-01-12,2026-04-27,To be announced,TBA,,Off-Campus Location,Hamad Ghazle,32,32
Diagnostic Med Sonography,DMSO 454,Obstetrical Sonography II,1,UNKNOWN,,,2026-01-12,2026-04-27,To be announced,TBA,,Off-Campus Location,Hamad Ghazle,32,32
Diagnostic Med Sonography,DMSO 457,Abdominal and Small Parts Sonography II,1,UNKNOWN,,,2026-01-12,2026-04-27,To be announced,TBA,,Off-Campus Location,Hamad Ghazle,32,32
Diagnostic Med Sonography,DMSO 460,Administration and Research in Sonography,1,Lecture,54550,01,2026-01-12,2026-04-27,To be announced,TBA,,Off-Campus Location,Hamad Ghazle,32,32
Diagnostic Med Sonography,DMSO 571,Clinical Sonography II,1,UNKNOWN,,,2026-01-07,2026-05-06,Wednesday Thursday Friday | Wednesday Thursday Friday | Wednesday Thursday Friday | Wednesday Thursday Friday | Monday Tuesday Wednesday,09:00 | 09:00 | 09:00 | 09:00 | 09:00,15:50 | 15:50 | 15:50 | 15:50 | 15:50,Slaughter Hall (SLA)-1630 | TBD,"Courtney Stevens | Hamad Ghazle, | Jodie Crowley,",32,32
Digital Humanities & Social Sciences,DHSS 101,Computation and Culture,1,Lecture,54050,01,2026-01-12,2026-04-27,Monday Wednesday Friday,08:00,08:50,Wallace Library (WAL)-A440,Michael Frank,24,24
Digital Humanities & Social Sciences,DHSS 101,Computation and Culture,2,Lecture,54065,02,2026-01-12,2026-04-27,Monday Wednesday Friday,09:00,09:50,Wallace Library (WAL)-A440,Michael Frank,24,24
Digital Humanities & Social Sciences,DHSS 103,Ethics in the Digital Era,1,Lecture,54072,01,2026-01-12,2026-04-27,Monday Wednesday Friday,10:00,10:50,Wallace Library (WAL)-A440,James Rankine,32,32
Digital Humanities & Social Sciences,DHSS 103,Ethics in the Digital Era,2,Lecture,54111,02,2026-01-12,2026-04-27,Monday Wednesday Friday,13:00,13:50,Wallace Library (WAL)-A440,James Rankine,32,32
Digital Humanities & Social Sciences,DHSS 103,Ethics in the Digital Era,3,Lecture,54209,03,2026-01-12,2026-04-27,Monday Wednesday Friday,12:00,12:50,Wallace Library (WAL)-A440,James Rankine,32,32
Digital Humanities & Social Sciences,DHSS 200,DHSS Seminar,1,Lecture,54105,01,2026-01-12,2026-04-27,Monday Wednesday,15:00,16:15,Wallace Library (WAL)-A440,Jessica Lieberman,24,24
Digital Humanities & Social Sciences,DHSS 200,DHSS Seminar,2,Lecture,54210,02,2026-01-12,2026-04-27,Friday,15:00,16:50,Wallace Library (WAL)-A440,Jessica Lieberman,24,24
Digital Humanities & Social Sciences,DHSS 200,DHSS Seminar,3,Lecture,54211,03,2026-01-12,2026-04-27,To be announced,TBA,,Wallace Library (WAL)-A440,Jessica Lieberman,24,24
Digital Humanities & Social Sciences,DHSS 377,Media Narrative,1,Lecture,54212,02,2026-01-12,2026-04-27,Monday Wednesday,17:00,18:15,Wallace Library (WAL)-A440,Rhianna Gordon,20,20
Digital Humanities & Social Sciences,DHSS 377,Media Narrative,2,Lecture,56604,03,2026-01-12,2026-04-27,Tuesday Thursday,14:00,15:15,Wallace Library (WAL)-A440,Tom Dooley,20,20
Digital Humanities & Social Sciences,DHSS 488,Special Topics,1,Lecture,56605,02,2026-01-12,2026-04-27,Tuesday Thursday,11:00,12:15,Wallace Library (WAL)-A440,Jessica Lieberman,8,8
Digital Humanities & Social Sciences,DHSS 488,Special Topics,2,Lecture,58029,03,2026-01-12,2026-04-27,Tuesday Thursday,15:30,16:45,Wallace Library (WAL)-A440,Jessica Lieberman,32,32
Digital Humanities & Social Sciences,DHSS 490,DHSS Capstone II,1,Research,54174,01,2026-01-12,2026-04-27,Tuesday Thursday,09:30,10:45,Wallace Library (WAL)-A440,Jessica Lieberman,8,8
Digital Humanities & Social Sciences,DHSS 490,DHSS Capstone II,2,Research,54441,02,2026-01-12,2026-04-27,Tuesday Thursday,09:30,10:45,Instructor Provided,Michael Frank,8,8
Digital Humanities & Social Sciences,DHSS 499,DHSS Co Op,1,UNKNOWN,,,2026-01-12,2026-04-27,Monday Wednesday Friday,14:00,14:50,Wallace Library (WAL)-A440,Jessica Lieberman,1,1
ELC-Academic Purposes,ELCA 12,Advanced Writing and Reading,1,Lecture,55814,01,2026-01-12,2026-04-27,Monday Wednesday Friday,09:00,10:50,Monroe Hall (MON)-2010,Michael Winans,,
ELC-Academic Purposes,ELCA 14,Advanced Language Analysis and Accuracy,1,UNKNOWN,,,2026-01-12,2026-04-27,Tuesday Thursday,09:30,11:50,Monroe Hall (MON)-2000,Michael Winans,20,20
ELC-Academic Purposes,ELCA 16,Advanced Speaking and Listening,1,UNKNOWN,,,2026-01-12,2026-04-27,Monday Wednesday | Friday,12:30 | 11:00,14:20 | 12:50,Monroe Hall (MON)-2000,Irina Malova-Parker,14,14
ELC-Academic Purposes,ELCA 50,Interactions,1,Lecture,55989,01,2026-01-12,2026-04-27,Tuesday Thursday | Tuesday,13:00 | 14:30,14:15 | 15:20,Monroe Hall (MON)-2000,Stanley Van Horn,35,35
ELC-Academic Purposes,ELCA 50,Interactions,2,Lecture,55989,01,2026-01-12,2026-04-27,Tuesday Thursday | To be announced,13:00 | TBA,14:15 | ,Monroe Hall (MON)-2000 | TBD,Stanley Van Horn,35,35
ELC-Academic Purposes,ELCA 50,Interactions,3,Lecture,55989,01,2026-01-12,2026-04-27,Tuesday Thursday | To be announced,13:00 | TBA,14:15 | ,Monroe Hall (MON)-2000 | TBD,Stanley Van Horn,35,35
